causa_morte,descricao_morte,soma_morte
W696,Afogamento e Submersão em Águas Naturais,1
W668,Afogamento e Submersão Consecutiva a Queda Dentro de Uma Banheira,1
W660,Afogamento e Submersão Consecutiva a Queda Dentro de Uma Banheira,1
W650,Afogamento e Submersão Durante Banho em Banheira,1
W648,Exposição a Outras Forças Mecânicas Animadas e às Não Especificadas,1
W598,Mordedura ou Esmagamento Provocado Por Outros Répteis,1
W590,Mordedura ou Esmagamento Provocado Por Outros Répteis,1
W575,"Mordeduras e Picadas de Inseto e de Outros Artrópodes, Não-venenosos",1
W554,Mordedura ou Golpe Provocado Por Outros Animais Mamíferos,1
W553,Mordedura ou Golpe Provocado Por Outros Animais Mamíferos,1
W551,Mordedura ou Golpe Provocado Por Outros Animais Mamíferos,1
W547,Mordedura ou Golpe Provocado Por Cão,1
W513,Colisão Entre Duas Pessoas,1
W508,"Golpe, Pancada, Pontapé, Mordedura ou Escoriação Infligidos Por Outra Pessoa",1
W501,"Golpe, Pancada, Pontapé, Mordedura ou Escoriação Infligidos Por Outra Pessoa",1
W495,Exposição a Outras Forças Mecânicas Inanimadas e às Não Especificadas,1
W451,Penetração de Corpo ou Objeto Estranho Através da Pele,1
W445,Penetração de Corpo Estranho no ou Através de Olho ou Orifício Natural,1
W419,Exposição a um Jato de Alta Pressão,1
W404,Explosão de Outros Materiais,1
W402,Explosão de Outros Materiais,1
W399,Queima de Fogos de Artifício,1
W398,Queima de Fogos de Artifício,1
W378,"Explosão ou Ruptura de Pneumático, Tubulação ou Mangueira, Pressurizados",1
W377,"Explosão ou Ruptura de Pneumático, Tubulação ou Mangueira, Pressurizados",1
W376,"Explosão ou Ruptura de Pneumático, Tubulação ou Mangueira, Pressurizados",1
W372,"Explosão ou Ruptura de Pneumático, Tubulação ou Mangueira, Pressurizados",1
W367,Explosão ou Ruptura de Cilindro de Gás,1
W356,Explosão ou Ruptura de Caldeira,1
W334,"Rifle, Espingarda e Armas de Fogo de Maior Tamanho",1
W332,"Rifle, Espingarda e Armas de Fogo de Maior Tamanho",1
W325,Projétil de Revólver,1
W323,Projétil de Revólver,1
W311,Contato Com Outras Máquinas e Com as Não Especificadas,1
W298,Contato Com Outros Utensílios Manuais e Aparelhos Domésticos Equipados Com Motor,1
W296,Contato Com Outros Utensílios Manuais e Aparelhos Domésticos Equipados Com Motor,1
W284,Contato Com Segadeira Motorizada Para Cortar ou Aparar a Grama,1
W280,Contato Com Segadeira Motorizada Para Cortar ou Aparar a Grama,1
W279,Contato Com Ferramentas Manuais Sem Motor,1
W277,Contato Com Ferramentas Manuais Sem Motor,1
W270,Contato Com Ferramentas Manuais Sem Motor,1
W262,"Contato Com Faca, Espada e Punhal",1
W258,Contato Com Vidro Cortante,1
W248,"Contato Com Elevadores e Instrumentos de Transmissão, Não Classificados em Outra Parte",1
W246,"Contato Com Elevadores e Instrumentos de Transmissão, Não Classificados em Outra Parte",1
W240,"Contato Com Elevadores e Instrumentos de Transmissão, Não Classificados em Outra Parte",1
W227,Impacto Acidental Ativo ou Passivo Causado Por Outros Objetos,1
W218,Impacto Acidental Ativo ou Passivo Causado Por Equipamento Esportivo,1
W213,Impacto Acidental Ativo ou Passivo Causado Por Equipamento Esportivo,1
W201,"Impacto Causado Por Objeto Lançado, Projetado ou em Queda",1
W167,Mergulho ou Pulo na Água Causando Outro Traumatismo Que Não Afogamento ou Submersão,1
W164,Mergulho ou Pulo na Água Causando Outro Traumatismo Que Não Afogamento ou Submersão,1
W162,Mergulho ou Pulo na Água Causando Outro Traumatismo Que Não Afogamento ou Submersão,1
W161,Mergulho ou Pulo na Água Causando Outro Traumatismo Que Não Afogamento ou Submersão,1
W115,Queda em ou de Escadas de Mão,1
W107,Queda em ou de Escadas ou Degraus,1
W081,Queda de Outro Tipo de Mobília,1
W075,Queda de Uma Cadeira,1
W074,Queda de Uma Cadeira,1
W064,Queda de um Leito,1
W052,Queda Envolvendo Uma Cadeira de Rodas,1
W049,"Queda, Enquanto Estava Sendo Carregado ou Apoiado Por Outra(s) Pessoa(s)",1
W041,"Queda, Enquanto Estava Sendo Carregado ou Apoiado Por Outra(s) Pessoa(s)",1
W039,Outras Quedas no Mesmo Nível Por Colisão Com ou Empurrão Por Outra Pessoa,1
W034,Outras Quedas no Mesmo Nível Por Colisão Com ou Empurrão Por Outra Pessoa,1
W033,Outras Quedas no Mesmo Nível Por Colisão Com ou Empurrão Por Outra Pessoa,1
W030,Outras Quedas no Mesmo Nível Por Colisão Com ou Empurrão Por Outra Pessoa,1
W020,"Queda Envolvendo Patins de Rodas ou Para Gelo, Esqui ou Pranchas de Rodas",1
V973,Pessoa em Terra Traumatizada em Acidente de Transporte Aéreo,1
V970,Ocupante de Uma Aeronave Traumatizado em Outros Acidentes de Transporte Aéreo Especificados,1
V962,Acidente de Planador (não-motorizado) Causando Traumatismo a Ocupante,1
V961,Acidente de Asa Delta Causando Traumatismo a Ocupante,1
V949,Outros Acidentes de Transporte Por Água e os Não Especificados,1
V946,Outros Acidentes de Transporte Por Água e os Não Especificados,1
V943,Outros Acidentes de Transporte Por Água e os Não Especificados,1
V938,"Acidente a Bordo de Uma Embarcação, Sem Acidente da Embarcação e Não Causando Afogamento ou Submersão",1
V936,"Acidente a Bordo de Uma Embarcação, Sem Acidente da Embarcação e Não Causando Afogamento ou Submersão",1
V927,Afogamento e Submersão Relacionados Com Transporte Por Água Sem Acidente Com a Embarcação,1
V920,Afogamento e Submersão Relacionados Com Transporte Por Água Sem Acidente Com a Embarcação,1
V918,Acidente Com Embarcação Causando Outro Tipo de Traumatismo,1
V907,Acidente Com Embarcação Causando Afogamento e Submersão,1
V900,Acidente Com Embarcação Causando Afogamento e Submersão,1
V891,"Pessoa Traumatizada em um Acidente Com Veículo Não-motorizado, Não Especificado, Não-de-trânsito",1
V886,"Pessoa Traumatizada em Uma Colisão Entre um Trem ou um Veículo Ferroviário e um Automóvel (carro), Não-de-trânsito",1
V884,"Pessoa Traumatizada em Uma Colisão Entre um Automóvel (carro) e um Veículo de Transporte Pesado, Não-de-trânsito",1
V881,"Pessoa Traumatizada em Uma Colisão Entre Outro Veículo a Motor e um Veículo a Motor de Duas ou Três Rodas, Não-de-trânsito",1
V880,"Pessoa Traumatizada em Uma Colisão Entre um Automóvel (carro) e um Veículo a Motor de Duas ou Três Rodas, Não-de-trânsito",1
V869,Ocupante Não Especificado de um Veículo Especial Para Qualquer Terreno ou de Outro Veículo a Motor Projetado Essencialmente Para Uso Não em Via Pública Traumatizado em um Acidente Não-de-trânsito,1
V863,Ocupante Não Especificado de um Veículo Especial Para Qualquer Terreno ou de Outro Veículo a Motor Projetado Essencialmente Para Uso Não em Via Pública Traumatizado em um Acidente de Trânsito,1
V862,"Pessoa Viajando no Exterior de um Veículo Especial Para Qualquer Terreno ou de Outro Veículo a Motor Projetado Essencialmente Para Uso Não em Via Pública, Traumatizado em um Acidente de Trânsito",1
V861,"Passageiro de um Veículo Especial Para Qualquer Terreno ou de Outro Veículo a Motor Projetado Essencialmente Para Uso Não em Via Pública, Traumatizado em um Acidente de Trânsito",1
V856,Passageiro de um Veículo a Motor Especial de Construções Traumatizado em um Acidente Não-de-trânsito,1
V855,Condutor (motorista) de um Veículo a Motor Especial de Construções Traumatizado em um Acidente Não-de-trânsito,1
V853,Ocupante Não Especificado de um Veículo a Motor Especial de Construções Traumatizado em um Acidente de Trânsito,1
V851,Passageiro de um Veículo a Motor Especial de Construções Traumatizado em um Acidente de Trânsito,1
V847,Pessoa Viajando no Exterior de um Veículo Especial a Motor de Uso Essencialmente Agrícola Traumatizado em um Acidente Não-de-trânsito,1
V835,Condutor (motorista) de um Veículo Especial a Motor Usado Principalmente em Áreas Industrias Traumatizado em um Acidente Não-de-trânsito,1
V834,Pessoa Traumatizada ao Subir ou Descer de um Veículo Especial a Motor Usado Principalmente em Áreas Industriais,1
V830,Condutor (motorista) de um Veículo Especial a Motor Usado Principalmente em Áreas Industrias Traumatizado em um Acidente de Trânsito,1
V822,Ocupante de um Bonde (carro Elétrico) Traumatizado em Uma Colisão Com ou Atingido Por Material Rodante,1
V805,Pessoa Montada em Animal ou Ocupante de um Veículo a Tração Animal Traumatizado em Colisão Com um Outro Veículo a Motor Especificado,1
V795,"Passageiro Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",1
V792,"Ocupante Não Especificado de um Ônibus Traumatizado em Colisão Com Outros Veículos e Com um Veículos Não Especificados, a Motor, em um Acidente Não-de-trânsito",1
V790,"Condutor (motorista) Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente Não-de-trânsito",1
V776,Ocupante de um Ônibus Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V744,Ocupante de um Ônibus Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,1
V739,Ocupante de um Ônibus Traumatizado em Colisão Com um Automóvel (carro) ou Uma Caminhonete,1
V729,Ocupante de um Ônibus Traumatizado em Colisão Com um Outro Veículo a Motor de Duas ou Três Rodas,1
V709,Ocupante de um Ônibus Traumatizado em Colisão Com um Pedestre ou um Animal,1
V703,Ocupante de um Ônibus Traumatizado em Colisão Com um Pedestre ou um Animal,1
V683,Ocupante de um Veículo de Transporte Pesado Traumatizado em um Acidente de Transporte Sem Colisão,1
V677,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V674,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V665,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Outro Veículo Não-motorizado,1
V660,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Outro Veículo Não-motorizado,1
V630,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Automóvel (carro) ou Uma Caminhonete,1
V629,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,1
V625,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,1
V624,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,1
V590,"Condutor (motorista) Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente Não-de-trânsito",1
V581,Ocupante de Uma Caminhonete Traumatizado em um Acidente de Transporte Sem Colisão,1
V574,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V573,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V537,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Automóvel (carro) ou Uma Caminhonete,1
V525,Ocupante de Uma Caminhonete Traumatizado em Colisão Com Veículo a Motor de Duas ou Três Rodas,1
V506,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Pedestre ou um Animal,1
V501,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Pedestre ou um Animal,1
V477,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V469,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V466,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V447,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,1
V442,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,1
V437,"Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Pessoa Viajando no Exterior do Veículo Traumatizada em um Acidente de Trânsito",1
V427,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com Outro Veículo a Motor de Duas ou Três Rodas,1
V423,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com Outro Veículo a Motor de Duas ou Três Rodas,1
V422,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com Outro Veículo a Motor de Duas ou Três Rodas,1
V416,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Veículo a Pedal,1
V410,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Veículo a Pedal,1
V395,"Passageiro Traumatizado em Colisão Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",1
V380,Ocupante de um Triciclo Motorizado Traumatizado em um Acidente de Transporte Sem Colisão,1
V379,Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V367,Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V360,Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V335,"Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com um Automóvel, ""pick Up"" ou Caminhonete - Condutor Traumatizado em um Acidente de Trânsito",1
V334,"Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com um Automóvel, ""pick Up"" ou Caminhonete - Pessoa Traumatizada ao Subir ou Descer do Veículo",1
V329,Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com Outro Veículo a Motor de Duas ou Três Rodas,1
V260,Motociclista Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V259,Motociclista Traumatizado em Colisão Com um Trem ou um Veículo Ferroviário,1
V253,Motociclista Traumatizado em Colisão Com um Trem ou um Veículo Ferroviário,1
V252,Motociclista Traumatizado em Colisão Com um Trem ou um Veículo Ferroviário,1
V221,Motociclista Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,1
V171,Ciclista Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V164,Ciclista Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V142,Ciclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,1
V121,Ciclista Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,1
V119,Ciclista Traumatizado em Colisão Com Outro Veículo a Pedal,1
R943,Resultados Anormais de Estudos da Função Cardiovascular,1
R942,Resultados Anormais de Estudos da Função Pulmonar,1
R931,Achados Anormais de Exames Para Diagnóstico Por Imagem do Coração e da Circulação Coronariana,1
R908,Outros Resultados Anormais de Exames Para Diagnóstico Por Imagem do Sistema Nervoso Central,1
R899,"Achados Anormais de Material Proveniente de Outros Órgãos, Aparelhos, Sistemas e Tecidos",1
R871,Achados Anormais de Material Proveniente Dos Órgãos Genitais Femininos,1
R858,Achados Anormais de Material Proveniente Dos Órgãos Digestivos e da Cavidade Abdominal,1
R81,Glicosúria,1
R80,Proteinúria Isolada,1
R785,Presença de Droga Psicotrópica no Sangue,1
R784,"Presença de Outras Drogas Com Potencial de Causar Dependência, no Sangue",1
R782,Presença de Cocaína no Sangue,1
R769,"Achado Anormal de Exame Imunológico Sérico, Não Especificado",1
R701,Viscosidade Plasmática Anormal,1
R619,Hiperidrose Não Especificada,1
R478,Outros Distúrbios da Fala e os Não Especificados,1
R470,Disfasia e Afasia,1
R36,Secreção Uretral,1
R32,Incontinência Urinária Não Especificada,1
R298,Outros Sintomas e Sinais Relativos Aos Sistemas Nervoso e Osteomuscular e os Não Especificados,1
R296,"Tendência a Queda, Não Classificada em Outra Parte",1
R290,Tetania,1
R270,Ataxia Não Especificada,1
R262,Dificuldade Para Andar Não Classificada em Outra Parte,1
R261,Marcha Paralítica,1
R260,Marcha Atáxica,1
R227,"Tumefação, Massa ou Tumoração Localizadas de Múltiplas Localizações",1
R224,"Tumefação, Massa ou Tumoração Localizadas no Membro Inferior",1
R198,Outros Sintomas e Sinais Especificados Relativos ao Aparelho Digestivo e ao Abdome,1
R192,Peristaltismo Visível,1
R15,Incontinência Fecal,1
R073,Outra Dor Torácica,1
R070,Dor de Garganta,1
R063,Respiração Periódica,1
R040,Epistaxis,1
R011,"Sopro Cardíaco, Não Especificado",1
Q991,"Hermafrodite Verdadeiro 46, XX",1
Q987,Homem Com Mosaicismo Dos Cromossomos Sexuais,1
Q984,Síndrome de Klinefelter Não Especificada,1
Q980,"Síndrome de Klinefelter, Cariótipo 47, XXY",1
Q960,"Cariótipo 45, X",1
Q958,Outros Rearranjos e Marcadores Equilibrados,1
Q936,Deleções Vistas Somente na Prometáfase,1
Q927,Triploidia e Poliploidia,1
Q925,Duplicação Com Outros Rearranjos Complexos,1
Q920,"Trissomia de um Cromossomo Inteiro, Não-disjunção Meiótica",1
Q915,"Trissomia 13, Mosaicismo Cromossômico (não-disjunção Mitótica)",1
Q901,"Trissomia 21, Mosaicismo (não-disjunção Mitótica)",1
Q890,Malformações Congênitas do Baço,1
Q862,Dismorfismo Devido ao Warfarin,1
Q859,Facomatose Não Especificada,1
Q802,Ictiose Lamelar,1
Q788,Outras Osteocondrodisplasias Especificadas,1
Q776,Displasia Condroectodérmica,1
Q770,Acondrogenesia,1
Q766,Outras Malformações Congênitas Das Costelas,1
Q758,Outras Malformações Congênitas Especificadas Dos Ossos do Crânio e da Face,1
Q752,Hipertelorismo,1
Q678,Outras Deformidades Congênitas do Tórax,1
Q675,Deformidades Congênitas da Coluna Vertebral,1
Q644,Malformação do Úraco,1
Q641,Extrofia Vesical,1
Q632,Rim Ectópico,1
Q630,Rim Supranumerário,1
Q628,Outras Malformações Congênitas do Ureter,1
Q622,Megaureter Congênito,1
Q605,Hipoplasia Renal Não Especificada,1
Q563,Pseudo-hermafroditismo Não Especificado,1
Q548,Outras Hipospádias,1
Q532,"Testículo Não-descido, Bilateral",1
Q530,Testículo Ectópico,1
Q529,Malformação Congênita Não Especificada Dos Órgãos Genitais Femininos,1
Q518,Outras Malformações Congênitas do Útero e do Colo do Útero,1
Q436,Fístula Congênita do Reto e do Ânus,1
Q432,Outros Transtornos Funcionais Congênitos do Cólon,1
Q408,Outras Malformações Congênitas Especificadas do Trato Digestivo Superior,1
Q403,Malformação Congênita Não Especificada do Estômago,1
Q402,Outras Malformações Congênitas Especificadas do Estômago,1
Q398,Outras Malformações Congênitas do Esôfago,1
Q386,Outras Malformações Congênitas da Boca,1
Q383,Outras Malformações Congênitas da Língua,1
Q382,Macroglossia,1
Q369,Fenda Labial Unilateral,1
Q355,Fenda do Palato Duro Com Fenda do Palato Mole,1
Q334,Bronquectasia Congênita,1
Q318,Outras Malformações Congênitas da Laringe,1
Q313,Laringocele,1
Q303,Perfuração Congênita do Septo Nasal,1
Q281,Outras Malformações Dos Vasos Pré-cerebrais,1
Q270,Ausência Congênita e Hipoplasia da Artéria Umbilical,1
Q266,Fístula Entre a Veia Porta e a Artéria Hepática,1
Q264,Comunicação Venosa Pulmonar Anormal Não Especificado,1
Q241,Levocardia,1
Q214,Comunicação Aortopulmonar,1
Q188,Outras Malformações Congênitas Especificadas da Face e do Pescoço,1
Q174,Anomalia de Posição da Orelha,1
Q056,"Espinha Bífida Torácica, Sem Hidrocefalia",1
Q051,Espinha Bífida Torácica Com Hidrocefalia,1
Q044,Displasia do Septo e Das Vias Ópticas,1
Q041,Arrinencefalia,1
Q011,Encefalocele Nasofrontal,1
P95,Morte Fetal de Causa Não Especificada,1
P948,Outros Transtornos do Tônus Muscular do Recém-nascido,1
P920,Vômitos no Recém-nascido,1
P839,Afecção Não Especificada do Tegumento Própria do Feto e do Recém-nascido,1
P835,Hidrocele Congênita,1
P831,Eritema Tóxico Neonatal,1
P762,Obstrução Intestinal Devido a Leite Espesso,1
P743,Distúrbios do Equilíbrio de Potássio do Recém-nascido,1
P615,Neutropenia Transitória Neonatal,1
P592,Icterícia Neonatal de Outras Lesões Hepatocelulares e Das Não Especificadas,1
P591,Síndrome da Bile Espessa,1
P581,Icterícia Neonatal Devida a Sangramento,1
P551,Isoimunização ABO do Feto e do Recém-nascido,1
P542,Hemorragia Retal Neonatal,1
P526,Hemorragia Cerebelar (não-traumática) e da Fossa Posterior do Feto ou Recém-nascido,1
P510,Hemorragia Umbilical Maciça do Recém-nascido,1
P505,Perda Sangüínea Devido a Secção do Cordão Umbilical do Outro Gemelar,1
P253,Pneumopericárdio Originado no Período Perinatal,1
P233,Pneumonia Congênita Devida a Estreptococo do Grupo B,1
P231,Pneumonia Congênita Devida a Clamídia,1
P152,Lesão do Esternomastóide Devida a Traumatismo de Parto,1
P149,Lesão Não Especificada do Sistema Nervoso Periférico Devida a Traumatismo de Parto,1
P139,Lesões Não Especificadas do Esqueleto Devidas a Traumatismo de Parto,1
P130,Fratura de Crânio Devida a Traumatismo de Parto,1
P129,Lesão Não Especificada do Couro Cabeludo Devida a Traumatismo de Parto,1
P110,Edema Cerebral Devido a Traumatismo de Parto,1
P109,Laceração e Hemorragia Intracranianas Não Especificadas Devidas a Traumatismo de Parto,1
P108,Outras Lacerações e Hemorragias Intracranianas Devidas a Traumatismo de Parto,1
P102,Hemorragia Intraventricular Devida a Traumatismo de Parto,1
P040,"Feto e Recém-nascido Afetados Por Anestesia e Analgesia Materna Durante a Gravidez, Trabalho de Parto e Parto",1
O983,"Outras Infecções em Que a Via de Transmissão é Predominantemente Sexual, Complicando a Gravidez, o Parto e o Puerpério",1
O981,"Sífilis Complicando a Gravidez, o Parto e o Puerpério",1
O912,Mastite Não Purulenta Associada ao Parto,1
O911,Abscesso da Mama Associada ao Parto,1
O900,Ruptura da Incisão de Cesariana,1
O899,"Complicação Devida a Anestesia, Durante o Puerpério, Não Especificada",1
O895,"Outras Complicações de Anestesia Raquidiana ou Peridural, Durante o Puerpério",1
O891,Complicações Cardíacas Devidas a Anestesia Durante o Puerpério,1
O890,Complicações Pulmonares da Anestesia Durante o Puerpério,1
O880,Embolia Gasosa de Origem Obstétrica,1
O873,Trombose Venosa Cerebral no Puerpério,1
O863,Outras Infecções Das Vias Genitourinárias Subseqüentes ao Parto,1
O861,Outras Infecções Dos Órgãos Genitais Subseqüentes ao Parto,1
O749,"Complicações de Anestesia Durante o Trabalho de Parto e Parto, Não Especificadas",1
O748,Outras Complicações de Anestesia Durante o Trabalho de Parto e Parto,1
O731,"Retenção de Partes da Placenta ou Das Membranas, Sem Hemorragia",1
O730,Retenção da Placenta Sem Hemorragia,1
O719,"Traumatismo Obstétrico, Não Especificado",1
O682,Trabalho de Parto e Parto Complicados Por Anormalidade na Freqüência Cardíaca Fetal Com Mecônio no Líquido Amniótico,1
O664,"Falha de Tentativa de Trabalho de Parto, Não Especificada",1
O650,Obstrução do Trabalho de Parto Devida a Deformidade Pélvica,1
O628,Outras Anormalidades da Contração Uterina,1
O468,Outra Forma de Hemorragia Anteparto,1
O440,Placenta Prévia Especificada Como Sem Hemorragia,1
O439,"Transtorno da Placenta, Não Especificado",1
O431,Malformação da Placenta,1
O369,Assistência Prestada à Mãe Por Problema Fetal Não Especificado,1
O343,Assistência Prestada à Mãe Por Incompetência Cervical,1
O265,Síndrome da Hipotensão Materna,1
O262,Assistência à Gravidez Por Motivo de Abortamento Habitual,1
O260,Ganho Excessivo de Peso na Gravidez,1
O243,"Diabetes Mellitus Pré-existente, Não Especificado",1
O241,"Diabetes Mellitus Pré-existente, Não-insulino-dependente",1
O239,Outras Infecções e as Não Especificadas do Trato Urinário na Gravidez,1
O222,Tromboflebite Superficial na Gravidez,1
O200,Ameaça de Aborto,1
O120,Edema Gestacional,1
O101,"Doença Cardíaca Hipertensiva Pré-existente Complicando a Gravidez, o Parto e o Puerpério",1
O075,"Outras Formas, e as Não Especificadas, de Falha na Provocação de Aborto, Complicadas Por Infecção do Trato Genital e Por Infecção Dos Órgãos Pélvicos",1
O067,Aborto Não Especificado,1
O066,Aborto Não Especificado,1
O062,Aborto Não Especificado,1
O059,Outros Tipos de Aborto,1
O058,Outros Tipos de Aborto,1
O055,Outros Tipos de Aborto,1
O053,Outros Tipos de Aborto,1
O051,Outros Tipos de Aborto,1
O050,Outros Tipos de Aborto,1
O049,Aborto Por Razões Médicas e Legais,1
O033,Aborto Espontâneo,1
O030,Aborto Espontâneo,1
O029,"Produto Anormal da Concepção, Não Especificado",1
O028,Outros Produtos Anormais da Concepção Especificados,1
O002,Gravidez Ovariana,1
O000,Gravidez Abdominal,1
N981,Hiperestimulação Dos Ovários,1
N924,Sangramento Abundante na Pré-menopausa,1
N879,"Displasia do Colo do Útero, Não Especificada",1
N837,Hematoma do Ligamento Largo,1
N836,Hematossalpinge,1
N835,"Torção do Ovário, do Pedículo Ovariano e da Trompa de Falópio",1
N833,Atrofia Adquirida do Ovário e da Trompa de Falópio,1
N831,Cisto do Corpo Lúteo,1
N820,Fístula Vesicovaginal,1
N810,Uretrocele Feminina,1
N805,Endometriose do Intestino,1
N804,Endometriose do Septo Retovaginal e da Vagina,1
N761,Vaginite Subaguda e Crônica,1
N736,Aderências Pelviperitonais Femininas,1
N732,Parametrite e Celulite Pélvicas Não Especificadas,1
N648,Outros Transtornos Especificados da Mama,1
N645,Outros Sintomas e Sinais da Mama,1
N641,Necrose Gordurosa da Mama,1
N640,Fissura e Fístula do Mamilo,1
N501,Transtornos Vasculares Dos Órgãos Genitais Masculinos,1
N500,Atrofia do Testículo,1
N490,Transtornos Inflamatórios da Vesícula Seminal,1
N431,Hidrocele Infectada,1
N422,Atrofia da Próstata,1
N351,Estenose Uretral Pós-infecciosa Não Classificada em Outra Parte,1
N343,"Síndrome Uretral, Não Especificada",1
N311,Bexiga Neuropática Reflexa Não Classificada em Outra Parte,1
N271,Hipoplasia Renal Bilateral,1
N140,Nefropatia Induzida Por Analgésico,1
N134,Hidroureter,1
N076,Nefropatia Hereditária Não Classificada em Outra Parte,1
N070,Nefropatia Hereditária Não Classificada em Outra Parte,1
N057,Síndrome Nefrítica Não Especificada,1
N055,Síndrome Nefrítica Não Especificada,1
N037,Síndrome Nefrítica Crônica,1
N034,Síndrome Nefrítica Crônica,1
N031,Síndrome Nefrítica Crônica,1
N021,Hematúria Recidivante e Persistente,1
N018,Síndrome Nefrítica Rapidamente Progressiva,1
N001,Síndrome Nefrítica Aguda,1
M999,Lesão Biomecânica Não Especificada,1
M959,Deformidade Adquirida do Sistema Osteomuscular Não Especificada,1
M958,Outras Deformidades Adquiridas Especificadas do Sistema Osteomuscular,1
M940,Síndrome da Junção Condrocostal (Tietze),1
M930,Luxação (não-traumática) da Epífise Superior do Fêmur,1
M926,Osteocondrose Juvenil do Tarso,1
M925,Osteocondrose Juvenil da Tíbia e Perônio (fíbula),1
M919,Osteocondrose Juvenil Não Especificada do Quadril e da Pelve,1
M892,Outros Transtornos do Desenvolvimento e do Crescimento Ósseo,1
M873,Outras Osteonecroses Secundárias,1
M872,Osteonecrose Devida a Traumatismo Anterior,1
M851,Fluorose Esquelética,1
M842,Atraso de Consolidação de Fratura,1
M839,Osteomalácia Não Especificada do Adulto,1
M813,Osteoporose Devida à Má-absorção Pós-cirúrgica,1
M812,Osteoporose de Desuso,1
M804,Osteoporose Induzida Por Drogas Com Fratura Patológica,1
M803,Osteoporose Por Má-absorção Pós-cirúrgica Com Fratura Patológica,1
M801,Osteoporose Pós-ooforectomia Com Fratura Patológica,1
M797,Fibromialgia,1
M791,Mialgia,1
M724,Fibromatose Pseudossarcomatosa,1
M673,Sinovite Transitória,1
M619,Calcificação e Ossificação de Músculo Não Especificada,1
M612,Calcificação e Ossificação Paralítica de Músculo,1
M602,Granuloma de Corpo Estranho no Tecido Mole Não Classificado em Outra Parte,1
M513,Outra Degeneração Especificada de Disco Intervertebral,1
M510,Transtornos de Discos Lombares e de Outros Discos Intervertebrais Com Mielopatia,1
M501,Transtorno do Disco Cervical Com Radiculopatia,1
M485,Vértebra Colapsada Não Classificada em Outra Parte,1
M429,"Osteocondrose Vertebral, Não Especificada",1
M419,Escoliose Não Especificada,1
M402,Outras Cifoses e as Não Especificadas,1
M330,Dermatomiosite Juvenil,1
