causa_morte,descricao_morte,soma_morte
X476,Intoxicação Acidental Por e Exposição a Outros Gases e Vapores,1
X453,Envenenamento (intoxicação) Acidental Por e Exposição ao Álcool,1
X444,"Envenenamento (intoxicação) Acidental Por e Exposição a Outras Drogas, Medicamentos e Substâncias Biológicas Não Especificadas",1
X441,"Envenenamento (intoxicação) Acidental Por e Exposição a Outras Drogas, Medicamentos e Substâncias Biológicas Não Especificadas",1
X438,Envenenamento (intoxicação) Acidental Por e Exposição a Outras Substâncias Farmacológicas de Ação Sobre o Sistema Nervoso Autônomo,1
X434,Envenenamento (intoxicação) Acidental Por e Exposição a Outras Substâncias Farmacológicas de Ação Sobre o Sistema Nervoso Autônomo,1
X433,Envenenamento (intoxicação) Acidental Por e Exposição a Outras Substâncias Farmacológicas de Ação Sobre o Sistema Nervoso Autônomo,1
X423,Envenenamento (intoxicação) Acidental Por e Exposição a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte,1
X422,Envenenamento (intoxicação) Acidental Por e Exposição a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte,1
X417,"Envenenamento (intoxicação) Acidental Por e Exposição a Anticonvulsivantes (antiepilépticos), Sedativos, Hipnóticos, Antiparkinsonianos e Psicotrópicos Não Classificadas em Outra Parte",1
X398,Exposição a Outras Forças da Natureza e às Não Especificadas,1
X379,Vítima de Tempestade Cataclísmica,1
X362,"Vítima de Avalanche, Desabamento de Terra e Outros Movimentos da Superfície Terrestre",1
X335,Vítima de Raio,1
X331,Vítima de Raio,1
X320,Exposição à Luz Solar,1
X318,Exposição a Frio Natural Excessivo,1
X310,Exposição a Frio Natural Excessivo,1
X309,Exposição a Calor Natural Excessivo,1
X300,Exposição a Calor Natural Excessivo,1
X297,"Contato Com Animais ou Plantas Venenosos, Sem Especificação",1
X270,Contato Com Outros Animais Venenosos Especificados,1
X269,Contato Com Animais e Plantas Marinhos Venenosos,1
X258,Contato Com Outros Artrópodes Venenosos,1
X257,Contato Com Outros Artrópodes Venenosos,1
X233,"Contato Com Abelhas, Vespas e Vespões",1
X228,Contato Com Escorpiões,1
X222,Contato Com Escorpiões,1
X221,Contato Com Escorpiões,1
X217,Contato Com Aranhas Venenosas,1
X201,Contato Com Serpentes e Lagartos Venenosos,1
X195,Contato Com Outras Fontes de Calor ou Com Substâncias Quentes Não Especificados,1
X184,Contato Com Outros Metais Quentes,1
X180,Contato Com Outros Metais Quentes,1
X178,"Contato Com Motores, Máquinas e Ferramentas Quentes",1
X165,"Contato Com Aquecedores, Radiadores e Tubulação",1
X144,Contato Com ar e Gases Quentes,1
X128,Contato Com Outros Líquidos Quentes,1
X110,Contato Com Água Corrente Quente de Torneira,1
X105,"Contato Com Bebidas, Alimentos, Gordura e Óleo de Cozinha Quentes",1
X086,"Exposição a Outro Tipo Especificado de Fumaça, Fogo ou Chamas",1
X069,Exposição a Combustão de Outro Tipo de Roupa ou de Acessórios,1
X059,Exposição a Combustão de Roupa de Dormir,1
X050,Exposição a Combustão de Roupa de Dormir,1
X047,Exposição a Combustão de Substância Muito Inflamável,1
X039,Exposição a Fogo Controlado Fora de um Edifício ou de Outro Tipo de Construção,1
X037,Exposição a Fogo Controlado Fora de um Edifício ou de Outro Tipo de Construção,1
X032,Exposição a Fogo Controlado Fora de um Edifício ou de Outro Tipo de Construção,1
X028,Exposição a Fogo Controlado em um Edifício ou Outro Tipo de Construção,1
X019,Exposição a Fogo Não-controlado Fora de um Edifício ou de Outro Tipo de Construção,1
X016,Exposição a Fogo Não-controlado Fora de um Edifício ou de Outro Tipo de Construção,1
X006,Exposição a Fogo Não-controlado em um Edifício ou Outro Tipo de Construção,1
X003,Exposição a Fogo Não-controlado em um Edifício ou Outro Tipo de Construção,1
X002,Exposição a Fogo Não-controlado em um Edifício ou Outro Tipo de Construção,1
X001,Exposição a Fogo Não-controlado em um Edifício ou Outro Tipo de Construção,1
W997,Exposição a Outros Fatores Ambientais Artificiais e Aos Não Especificados,1
W994,Exposição a Outros Fatores Ambientais Artificiais e Aos Não Especificados,1
W949,"Exposição a Alta, Baixa e a Variações da Pressão Atmosférica",1
W948,"Exposição a Alta, Baixa e a Variações da Pressão Atmosférica",1
W910,Exposição a Tipo Não Especificado de Radiação,1
W856,Exposição a Linhas de Transmissão de Corrente Elétrica,1
W847,Riscos Não Especificados à Respiração,1
W843,Riscos Não Especificados à Respiração,1
W841,Riscos Não Especificados à Respiração,1
W837,Outros Riscos Especificados à Respiração,1
W815,Confinado ou Aprisionado em um Ambiente Pobre em Oxigênio,1
W806,Inalação e Ingestão de Outros Objetos Causando Obstrução do Trato Respiratório,1
W805,Inalação e Ingestão de Outros Objetos Causando Obstrução do Trato Respiratório,1
W804,Inalação e Ingestão de Outros Objetos Causando Obstrução do Trato Respiratório,1
W797,Inalação e Ingestão de Alimentos Causando Obstrução do Trato Respiratório,1
W787,Inalação do Conteúdo Gástrico,1
W769,Outro Enforcamento e Estrangulamento Acidental,1
W767,Outro Enforcamento e Estrangulamento Acidental,1
W765,Outro Enforcamento e Estrangulamento Acidental,1
W762,Outro Enforcamento e Estrangulamento Acidental,1
W752,Sufocação e Estrangulamento Acidental na Cama,1
W746,Afogamento e Submersão Não Especificados,1
W732,Outros Afogamentos e Submersão Especificados,1
W731,Outros Afogamentos e Submersão Especificados,1
W696,Afogamento e Submersão em Águas Naturais,1
W685,Afogamento e Submersão Conseqüente a Queda Dentro de Uma Piscina,1
W677,Afogamento e Submersão em Piscina,1
W661,Afogamento e Submersão Consecutiva a Queda Dentro de Uma Banheira,1
W650,Afogamento e Submersão Durante Banho em Banheira,1
W599,Mordedura ou Esmagamento Provocado Por Outros Répteis,1
W577,"Mordeduras e Picadas de Inseto e de Outros Artrópodes, Não-venenosos",1
W539,Mordedura de Rato,1
W508,"Golpe, Pancada, Pontapé, Mordedura ou Escoriação Infligidos Por Outra Pessoa",1
W503,"Golpe, Pancada, Pontapé, Mordedura ou Escoriação Infligidos Por Outra Pessoa",1
W501,"Golpe, Pancada, Pontapé, Mordedura ou Escoriação Infligidos Por Outra Pessoa",1
W498,Exposição a Outras Forças Mecânicas Inanimadas e às Não Especificadas,1
W497,Exposição a Outras Forças Mecânicas Inanimadas e às Não Especificadas,1
W458,Penetração de Corpo ou Objeto Estranho Através da Pele,1
W457,Penetração de Corpo ou Objeto Estranho Através da Pele,1
W456,Penetração de Corpo ou Objeto Estranho Através da Pele,1
W455,Penetração de Corpo ou Objeto Estranho Através da Pele,1
W441,Penetração de Corpo Estranho no ou Através de Olho ou Orifício Natural,1
W439,Exposição à Vibração,1
W418,Exposição a um Jato de Alta Pressão,1
W415,Exposição a um Jato de Alta Pressão,1
W401,Explosão de Outros Materiais,1
W399,Queima de Fogos de Artifício,1
W397,Queima de Fogos de Artifício,1
W389,Explosão ou Ruptura de Outros Aparelhos Pressurizados Especificados,1
W382,Explosão ou Ruptura de Outros Aparelhos Pressurizados Especificados,1
W380,Explosão ou Ruptura de Outros Aparelhos Pressurizados Especificados,1
W379,"Explosão ou Ruptura de Pneumático, Tubulação ou Mangueira, Pressurizados",1
W378,"Explosão ou Ruptura de Pneumático, Tubulação ou Mangueira, Pressurizados",1
W375,"Explosão ou Ruptura de Pneumático, Tubulação ou Mangueira, Pressurizados",1
W359,Explosão ou Ruptura de Caldeira,1
W357,Explosão ou Ruptura de Caldeira,1
W345,Projéteis de Outras Armas de Fogo e Das Não Especificadas,1
W339,"Rifle, Espingarda e Armas de Fogo de Maior Tamanho",1
W327,Projétil de Revólver,1
W305,Contato Com Maquinaria Agrícola,1
W301,Contato Com Maquinaria Agrícola,1
W298,Contato Com Outros Utensílios Manuais e Aparelhos Domésticos Equipados Com Motor,1
W297,Contato Com Outros Utensílios Manuais e Aparelhos Domésticos Equipados Com Motor,1
W294,Contato Com Outros Utensílios Manuais e Aparelhos Domésticos Equipados Com Motor,1
W291,Contato Com Outros Utensílios Manuais e Aparelhos Domésticos Equipados Com Motor,1
W289,Contato Com Segadeira Motorizada Para Cortar ou Aparar a Grama,1
W284,Contato Com Segadeira Motorizada Para Cortar ou Aparar a Grama,1
W272,Contato Com Ferramentas Manuais Sem Motor,1
W263,"Contato Com Faca, Espada e Punhal",1
W258,Contato Com Vidro Cortante,1
W257,Contato Com Vidro Cortante,1
W251,Contato Com Vidro Cortante,1
W246,"Contato Com Elevadores e Instrumentos de Transmissão, Não Classificados em Outra Parte",1
W244,"Contato Com Elevadores e Instrumentos de Transmissão, Não Classificados em Outra Parte",1
W212,Impacto Acidental Ativo ou Passivo Causado Por Equipamento Esportivo,1
W210,Impacto Acidental Ativo ou Passivo Causado Por Equipamento Esportivo,1
W201,"Impacto Causado Por Objeto Lançado, Projetado ou em Queda",1
W186,Outras Quedas no Mesmo Nível,1
W157,Queda de Penhasco,1
W154,Queda de Penhasco,1
W152,Queda de Penhasco,1
W151,Queda de Penhasco,1
W150,Queda de Penhasco,1
W145,Queda de Árvore,1
W131,Queda de ou Para Fora de Edifícios ou Outras Estruturas,1
W123,Queda em ou de um Andaime,1
W121,Queda em ou de um Andaime,1
W117,Queda em ou de Escadas de Mão,1
W097,"Queda Envolvendo Equipamento de ""playground"" - Fazenda",1
W082,Queda de Outro Tipo de Mobília,1
W078,Queda de Uma Cadeira,1
W074,Queda de Uma Cadeira,1
W066,Queda de um Leito,1
W054,Queda Envolvendo Uma Cadeira de Rodas,1
W052,Queda Envolvendo Uma Cadeira de Rodas,1
W051,Queda Envolvendo Uma Cadeira de Rodas,1
W048,"Queda, Enquanto Estava Sendo Carregado ou Apoiado Por Outra(s) Pessoa(s)",1
W032,Outras Quedas no Mesmo Nível Por Colisão Com ou Empurrão Por Outra Pessoa,1
W030,Outras Quedas no Mesmo Nível Por Colisão Com ou Empurrão Por Outra Pessoa,1
W028,"Queda Envolvendo Patins de Rodas ou Para Gelo, Esqui ou Pranchas de Rodas",1
W016,"Queda no Mesmo Nível Por Escorregão, Tropeção ou Passos em Falsos (traspés)",1
V978,Outros Acidentes de Transporte Aéreo Não Classificados em Outra Parte,1
V970,Ocupante de Uma Aeronave Traumatizado em Outros Acidentes de Transporte Aéreo Especificados,1
V962,Acidente de Planador (não-motorizado) Causando Traumatismo a Ocupante,1
V961,Acidente de Asa Delta Causando Traumatismo a Ocupante,1
V934,"Acidente a Bordo de Uma Embarcação, Sem Acidente da Embarcação e Não Causando Afogamento ou Submersão",1
V932,"Acidente a Bordo de Uma Embarcação, Sem Acidente da Embarcação e Não Causando Afogamento ou Submersão",1
V923,Afogamento e Submersão Relacionados Com Transporte Por Água Sem Acidente Com a Embarcação,1
V908,Acidente Com Embarcação Causando Afogamento e Submersão,1
V906,Acidente Com Embarcação Causando Afogamento e Submersão,1
V900,Acidente Com Embarcação Causando Afogamento e Submersão,1
V883,"Pessoa Traumatizada em Uma Colisão Entre um Automóvel (carro) e um Ônibus, Não-de-trânsito",1
V882,"Pessoa Traumatizada em Uma Colisão Entre um Automóvel (carro) e Uma Caminhonete, Não-de-trânsito",1
V876,Pessoa Traumatizada em Uma Colisão Entre um Trem ou um Veículo Ferroviário e um Automóvel (carro) (acidente de Trânsito),1
V864,Pessoa Traumatizada ao Subir ou Descer de um Veículo Especial Para Qualquer Terreno ou de Outro Veículo a Motor Projetado Essencialmente Para Uso Não em Via Pública,1
V863,Ocupante Não Especificado de um Veículo Especial Para Qualquer Terreno ou de Outro Veículo a Motor Projetado Essencialmente Para Uso Não em Via Pública Traumatizado em um Acidente de Trânsito,1
V860,"Condutor (motorista) de um Veículo Especial Para Qualquer Terreno ou de Outro Veículo a Motor Projetado Essencialmente Para Uso Não em Via Pública, Traumatizado em um Acidente de Trânsito",1
V842,Pessoa Viajando no Exterior de um Veículo Especial a Motor de Uso Essencialmente Agrícola Traumatizado em um Acidente de Trânsito,1
V839,Ocupante Não Especificado de um Veículo Especial a Motor Usado Principalmente em Áreas Industriais Traumatizado em um Acidente Não-de-trânsito,1
V836,Passageiro de um Veículo Especial a Motor Usado Principalmente em Áreas Industriais Traumatizado em um Acidente Não-de-trânsito,1
V835,Condutor (motorista) de um Veículo Especial a Motor Usado Principalmente em Áreas Industrias Traumatizado em um Acidente Não-de-trânsito,1
V831,Passageiro de um Veículo Especial a Motor Usado Principalmente em Áreas Industriais Traumatizado em um Acidente de Trânsito,1
V822,Ocupante de um Bonde (carro Elétrico) Traumatizado em Uma Colisão Com ou Atingido Por Material Rodante,1
V816,Ocupante de um Trem (comboio) ou de um Veículo Ferroviário Traumatizado Devido a Uma Queda do Trem ou do Veículo Ferroviário,1
V807,Pessoa Montada em Animal ou Ocupante de um Veículo a Tração Animal Traumatizado em Colisão Com um Outro Veículo Não-motorizado,1
V805,Pessoa Montada em Animal ou Ocupante de um Veículo a Tração Animal Traumatizado em Colisão Com um Outro Veículo a Motor Especificado,1
V796,"Ocupante Não Especificado de um Ônibus Traumatizado em Colisão Com um Outros Veículos e Com um Veículos Não Especificados, a Motor, em um Acidente de Trânsito",1
V787,Ocupante de um Ônibus Traumatizado em um Acidente de Transporte Sem Colisão,1
V770,Ocupante de um Ônibus Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V747,Ocupante de um Ônibus Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,1
V741,Ocupante de um Ônibus Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,1
V739,Ocupante de um Ônibus Traumatizado em Colisão Com um Automóvel (carro) ou Uma Caminhonete,1
V736,Ocupante de um Ônibus Traumatizado em Colisão Com um Automóvel (carro) ou Uma Caminhonete,1
V669,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Outro Veículo Não-motorizado,1
V665,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Outro Veículo Não-motorizado,1
V642,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Outro Veículo de Transporte Pesado ou um Ônibus,1
V641,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Outro Veículo de Transporte Pesado ou um Ônibus,1
V630,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Automóvel (carro) ou Uma Caminhonete,1
V629,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,1
V625,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,1
V622,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,1
V595,"Passageiro de Uma Caminhonete Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",1
V590,"Condutor (motorista) Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente Não-de-trânsito",1
V577,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V574,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V567,Ocupante de Uma Caminhonete Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V565,Ocupante de Uma Caminhonete Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V559,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Trem (comboio) ou Veículo Ferroviário,1
V556,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Trem (comboio) ou Veículo Ferroviário,1
V544,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,1
V541,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,1
V540,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,1
V530,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Automóvel (carro) ou Uma Caminhonete,1
V526,Ocupante de Uma Caminhonete Traumatizado em Colisão Com Veículo a Motor de Duas ou Três Rodas,1
V483,Ocupante de um Automóvel (carro) Traumatizado em um Acidente de Transporte Sem Colisão,1
V472,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V466,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V463,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V462,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V456,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Trem (comboio) ou um Veículo Ferroviário,1
V453,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Trem (comboio) ou um Veículo Ferroviário,1
V447,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,1
V442,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,1
V420,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com Outro Veículo a Motor de Duas ou Três Rodas,1
V415,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Veículo a Pedal,1
V414,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Veículo a Pedal,1
V401,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Pedestre ou um Animal,1
V399,"Ocupante (qualquer) de um Triciclo Motorizado, Traumatizado em Acidente de Trânsito Não Especificado",1
V396,"Ocupante Não Especificado de um Triciclo Motorizado Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",1
V384,Ocupante de um Triciclo Motorizado Traumatizado em um Acidente de Transporte Sem Colisão,1
V375,Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V374,Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V371,Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V369,Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V354,Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com um Trem (comboio) ou um Veículo Ferroviário,1
V340,Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,1
V319,Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com um Veículo a Pedal,1
V260,Motociclista Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V243,Motociclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,1
V242,Motociclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,1
V233,"Motociclista Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Pessoa Traumatizado ao Subir ou Descer do Veículo",1
V215,Motociclista Traumatizado em Colisão Com um Veículo a Pedal,1
V212,Motociclista Traumatizado em Colisão Com um Veículo a Pedal,1
V210,Motociclista Traumatizado em Colisão Com um Veículo a Pedal,1
V201,Motociclista Traumatizado em Colisão Com um Pedestre ou um Animal,1
V191,"Passageiro Traumatizado em Colisão Com Outro Veículos e Com Veículos Não Especificados, a Motor, em um Acidente Não-de-trânsito",1
V183,Ciclista Traumatizado em um Acidente de Transporte Sem Colisão,1
V175,Ciclista Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V171,Ciclista Traumatizado em Colisão Com um Objeto Fixo ou Parado,1
V165,Ciclista Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V164,Ciclista Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
V154,Ciclista Traumatizado em Colisão Com um Trem ou um Veículo Ferroviário,1
V125,Ciclista Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,1
V115,Ciclista Traumatizado em Colisão Com Outro Veículo a Pedal,1
V109,Ciclista Traumatizado em Colisão Com um Pedestre ou um Animal,1
V102,Ciclista Traumatizado em Colisão Com um Pedestre ou um Animal,1
V060,Pedestre Traumatizado em Colisão Com Outro Veículo Não-motorizado,1
R930,Achados Anormais de Exames Para Diagnóstico Por Imagem do Crânio e da Cabeça Não Classificados em Outra Parte,1
R859,Achados Anormais de Material Proveniente Dos Órgãos Digestivos e da Cavidade Abdominal,1
R790,Anormalidade do Nível de Elementos Minerais no Sangue,1
R787,Presença de Nível Anormal de Metais Pesados no Sangue,1
R778,Outras Anormalidades Especificadas Das Proteínas Plasmáticas,1
R749,"Anormalidade Dos Níveis de Enzimas Séricas, Não Especificada",1
R72,Anormalidade Dos Leucócitos Não Classificada em Outra Parte,1
R619,Hiperidrose Não Especificada,1
R600,Edema Localizado,1
R591,Aumento de Volume Generalizado de Gânglios Linfáticos,1
R590,Aumento de Volume Localizado de Gânglios Linfáticos,1
R508,Outra Febre Especificada,1
R470,Disfasia e Afasia,1
R448,Outros Sintomas e Sinais Especificados Relativos às Sensações e Percepções Gerais,1
R33,Retenção Urinária,1
R32,Incontinência Urinária Não Especificada,1
R250,Movimentos Anormais da Cabeça,1
R233,Equimoses Espontâneas,1
R15,Incontinência Fecal,1
R093,Escarro Anormal,1
R071,Dor Torácica ao Respirar,1
R031,Valor Baixo da Pressão Arterial Não Específico,1
R011,"Sopro Cardíaco, Não Especificado",1
R002,Palpitações,1
Q988,"Outras Anomalias Especificadas Dos Cromossomos Sexuais, Fenótipo Masculino",1
Q979,"Anomalias Não Especificadas Dos Cromossomos Sexuais, Fenótipo Feminino",1
Q939,Deleções Não Especificadas Dos Autossomos,1
Q934,Deleção do Braço Curto do Cromossomo 5,1
Q925,Duplicação Com Outros Rearranjos Complexos,1
Q921,"Trissomia de um Cromossomo Inteiro, Mosaicismo Cromossômico (não-disjunção Mitótica)",1
Q902,"Trissomia 21, Translocação",1
Q901,"Trissomia 21, Mosaicismo (não-disjunção Mitótica)",1
Q891,Malformações Congênitas Das Supra-renais,1
Q860,Síndrome Fetal Alcoólico (dismórfico),1
Q796,Síndrome de Ehlers-Danlos,1
Q784,Encondromatose,1
Q781,Displasia Poliostótica Fibrosa,1
Q778,Outras Osteocondrodisplasias Com Anomalias do Crescimento Dos Ossos Longos e da Coluna Vertebral,1
Q777,Displasia Espondiloepifisária,1
Q674,"Outras Deformidades Congênitas do Crânio, da Face e da Mandíbula",1
Q668,Outras Deformidades Congênitas do pé,1
Q659,Deformidade Congênita Não Especificada do Quadril,1
Q640,Epispádias,1
Q631,"Rim Lobulado, Fundido ou em Ferradura",1
Q627,Refluxo Vésico-uretero-renal Congênito,1
Q626,Má-posição do Ureter,1
Q622,Megaureter Congênito,1
Q603,Hipoplasia Renal Unilateral,1
Q560,Hermafroditismo Não Classificado em Outra Parte,1
Q558,Outras Malformações Congênitas Especificadas Dos Órgãos Genitais Masculinos,1
Q529,Malformação Congênita Não Especificada Dos Órgãos Genitais Femininos,1
Q524,Outras Malformações Congênitas da Vagina,1
Q520,Ausência Congênita da Vagina,1
Q503,Outras Malformações Congênitas do Ovário,1
Q452,Cisto Pancreático Congênito,1
Q445,Outras Malformações Congênitas Das Vias Biliares,1
Q437,Persistência de Cloaca,1
Q436,Fístula Congênita do Reto e do Ânus,1
Q420,"Ausência, Atresia e Estenose Congênita do Reto, Com Fístula",1
Q408,Outras Malformações Congênitas Especificadas do Trato Digestivo Superior,1
Q403,Malformação Congênita Não Especificada do Estômago,1
Q396,Divertículo do Esôfago,1
Q386,Outras Malformações Congênitas da Boca,1
Q385,Malformações Congênitas do Palato Não Classificadas em Outra Parte,1
Q378,"Fenda do Palato Com Fenda Labial Bilateral, Não Especificada",1
Q370,Fenda do Palato Duro Com Fenda Labial Bilateral,1
Q353,Fenda do Palato Mole,1
Q348,Outras Malformações Congênitas Especificadas do Aparelho Respiratório,1
Q335,Tecido Ectópico Intrapulmonar,1
Q334,Bronquectasia Congênita,1
Q322,Broncomalácia Congênita,1
Q313,Laringocele,1
Q310,Pterígio da Laringe,1
Q301,Agenesia ou Hipoplasia do Nariz,1
Q281,Outras Malformações Dos Vasos Pré-cerebrais,1
Q274,Ectasia Venosa (flebectasia) Congênita,1
Q272,Outras Malformações Congênitas da Artéria Renal,1
Q243,Estenose do Infundíbulo Pulmonar,1
Q214,Comunicação Aortopulmonar,1
Q205,Comunicação Átrio-ventricular Discordante,1
Q058,"Espinha Bífida Sacra, Sem Hidrocefalia",1
Q056,"Espinha Bífida Torácica, Sem Hidrocefalia",1
Q055,"Espinha Bífida Cervical, Sem Hidrocefalia",1
Q051,Espinha Bífida Torácica Com Hidrocefalia,1
Q011,Encefalocele Nasofrontal,1
Q001,Craniorraquisquise,1
P965,Complicações de Procedimentos Intra-uterinos Não Classificados em Outra Parte,1
P949,Transtorno Não Especificado do Tônus Muscular do Recém-nascido,1
P948,Outros Transtornos do Tônus Muscular do Recém-nascido,1
P93,Reações e Intoxicações Devidas a Drogas Administradas ao Feto e ao Recém-nascido,1
P928,Outros Problemas de Alimentação do Recém-nascido,1
P925,Dificuldade Neonatal na Amamentação no Peito,1
P919,Distúrbio Não Especificado da Função Cerebral do Recém-nascido,1
P910,Isquemia Cerebral Neonatal,1
P830,Esclerema Neonatal,1
P782,Hematemese e Melena Devidas a Deglutição de Sangue Materno,1
P761,Íleo Transitório do Recém-nascido,1
P742,Distúrbios do Equilíbrio de Sódio do Recém-nascido,1
P709,Transtorno Transitório Não Especificado do Metabolismo Dos Carboidratos do Feto e do Recém-nascido,1
P703,Hipoglicemia Neonatal Iatrogênica,1
P615,Neutropenia Transitória Neonatal,1
P611,Policitemia Neonatal,1
P592,Icterícia Neonatal de Outras Lesões Hepatocelulares e Das Não Especificadas,1
P591,Síndrome da Bile Espessa,1
P589,Icterícia Neonatal Devida a Hemólise Excessiva Não Especificada,1
P545,Hemorragia Cutânea Neonatal,1
P520,"Hemorragia Intraventricular (não-traumática) Grau 1, do Feto e do Recém-nascido",1
P518,Outras Hemorragias Umbilicais do Recém-nascido,1
P504,Hemorragia Para a Circulação Materna,1
P500,Perda Sangüínea Fetal Devida a Vasa Prévia,1
P391,Conjuntivite e Dacriocistite Neonatais,1
P365,Septicemia do Recém-nascido Devida a Anaeróbios,1
P353,Hepatite Viral Congênita,1
P234,Pneumonia Congênita Devida a Escherichia Coli,1
P150,Lesão do Fígado Devida a Traumatismo de Parto,1
P149,Lesão Não Especificada do Sistema Nervoso Periférico Devida a Traumatismo de Parto,1
P143,Outras Lesões do Plexo Braquial Devidas a Traumatismo de Parto,1
P131,Outras Lesões Cranianas Devidas a Traumatismo de Parto,1
P130,Fratura de Crânio Devida a Traumatismo de Parto,1
P114,Traumatismo de Parto de Outros Nervos Cranianos,1
P111,Outras Lesões Cerebrais Especificadas Devidas a Traumatismo de Parto,1
P103,Hemorragia Subaracnoídea Devida a Traumatismo de Parto,1
P101,Hemorragia Cerebral Devida a Traumatismo de Parto,1
P081,Outros Recém-nascidos Grandes Para a Idade Gestacional,1
P040,"Feto e Recém-nascido Afetados Por Anestesia e Analgesia Materna Durante a Gravidez, Trabalho de Parto e Parto",1
P033,Feto e Recém-nascido Afetados Por Parto Por Vácuo-extrator (ventosa),1
P014,Feto e Recém-nascido Afetados Por Gravidez Ectópica,1
O984,"Hepatite Viral Complicando a Gravidez, o Parto e o Puerpério",1
O983,"Outras Infecções em Que a Via de Transmissão é Predominantemente Sexual, Complicando a Gravidez, o Parto e o Puerpério",1
O94,"Seqüelas de Complicações da Gravidez, Parto e Puerpério",1
O902,Hematoma da Incisão Obstétrica,1
O900,Ruptura da Incisão de Cesariana,1
O891,Complicações Cardíacas Devidas a Anestesia Durante o Puerpério,1
O883,Embolia Séptica ou Piêmica de Origem Obstétrica,1
O878,Outras Complicações Venosas no Puerpério,1
O873,Trombose Venosa Cerebral no Puerpério,1
O863,Outras Infecções Das Vias Genitourinárias Subseqüentes ao Parto,1
